,Song Artist,Song Title,Part,Chords,Lyrics,Genre
1766,One Direction,ONE THING,chorus,C G Am Am G C C G Am Am G C C G C C G x3, So get out get out get out of my mind And come on come into my life I dont I dont dont know what it is But I need that one thing And youve got that one thing   ,pop
1767,One Direction,ONE THING,pre-chorus,C G C C G Am Am G C, Youve got that one thing Get out get out get out of my head And fall into my arms instead  ,pop
1768,One Direction,ONE THING,chorus 1,C G Am Am G C C G Am Am G C, So get out get out get out of my head And fall into my arms instead I dont I dont dont know what it is But I need that one thing  ,pop
1769,One Direction,ONE THING,chorus 2,C G Am Am G C C G Am Am G C C G C, So get out get out get out of my mind And come on come into my life I dont I dont dont know what it is But I need that one thing And youve got that one thing,pop
1770,5 Seconds Of Summer,AMNESIA,verse 1,C F C F Am F C F C F Am F Am F,I drove by all the places we used to hang out getting wasted I thought about our last kiss how it felt the way you tasted And even though your friends tell me youre doing fine Are you somewhere feeling lonely even though hes right beside you When he says those words that hurt you do you read the ones I wrote you?  Sometimes I start to wonder was it just a lie? If what we had was real how could you be fine?  Cause Im not fine at all ,pop
1771,5 Seconds Of Summer,AMNESIA,chorus,C G Am F C G Am F C G Am F C G Am F,I remember the day you told me you were leaving I remember the makeup running down your face And the dreams you left behind you didnt need them Like every single wish we ever made  I wish that I could wake up with amnesia And forget about the stupid little things Like the way it felt to fall asleep next to you And the memories I never can escape  Cause Im not fine at all ,pop
1772,5 Seconds Of Summer,AMNESIA,verse 2,C F C F Am F C F C F Am F Am F,The pictures that you sent me theyre still living in my phone Ill admit I like to see them Ill admit I feel alone All my friends keep asking why Im not around It hurts to know youre happy and it hurts that youve moved on Its hard to hear your name when I havent seen you in so long  Its like we never happened was it just a lie? If what we had was real how could you be fine?  Cause Im not fine at all ,pop
1773,5 Seconds Of Summer,AMNESIA,chorus,C G Am F C G Am F C G Am F C G Am F,I remember the day you told me you were leaving I remember the makeup running down your face And the dreams you left behind you didnt need them Like every single wish we ever made  I wish that I could wake up with amnesia And forget about the stupid little things Like the way it felt to fall asleep next to you And the memories I never can escape ,pop
1774,5 Seconds Of Summer,AMNESIA,bridge,G Am F C G Am F F,If today I woke up with you right beside me Like all of this was just some twisted dream Id hold you closer than I ever did before And youd never slip away And youd never hear me say ,pop
1775,5 Seconds Of Summer,AMNESIA,chorus,C G Am F C G Am F C G Am F C G Am F F C F C F C F F C,I remember the day you told me you were leaving I remember the makeup running down your face And the dreams you left behind you didnt need them Like every single wish we ever made I wish that I could wake up with amnesia And forget about the stupid little things Like the way it felt to fall asleep next to you And the memories I never can escape   Cause Im not fine at all No Im really not fine at all Tell me this is just a dream Cause Im really not fine at all,pop
1776,Little Mix feat. Jason Derulo,SECRET LOVE SONG,verse 1: jesy nelson & jade thirlwall,D G Em C G D,When you hold me in the street And you kiss me on the dance floor I wish that it could be like that Why cant it be like that cause Im yours  ,pop
1777,Little Mix feat. Jason Derulo,SECRET LOVE SONG,verse 2: jade thirlwall,G Em C G D,We keep behind closed doors Every time I see you I die a little more Stolen moments that we steal as the curtain falls Itll never be enough  ,pop
1778,Little Mix feat. Jason Derulo,SECRET LOVE SONG,verse 3: jesy nelson,G Em C G D Am G Am D,Its obvious youre meant for me Every piece of you it just fits perfectly Every second every thought Im in so deep But Ill never show it on my face But we know this we got a love that is hopeless  ,pop
1779,Little Mix feat. Jason Derulo,SECRET LOVE SONG,chorus: perrie edwards,G Em C G D,Why cant you hold me in the street? Why cant I kiss you on the dance floor? I wish that I could be like that Why cant we be like that? Cause Im yours  ,pop
1780,Little Mix feat. Jason Derulo,SECRET LOVE SONG,verse 4: jason derulo,G Em C G D Am G Am D,When youre with him do you call his name Like you do when youre with me Does it feel the same? Would you leave if I was ready to settle down? Or would you play it safe and stay Girl you know this we got a love that is hopeless  ,pop
1781,Little Mix feat. Jason Derulo,SECRET LOVE SONG,chorus: perrie edwards & jason derulo,G Em C G D,Why cant you hold me in the street? Why cant I kiss you on the dance floor? I wish that it could be like that Why cant we be like that? Cause Im yours  ,pop
1782,Little Mix feat. Jason Derulo,SECRET LOVE SONG,bridge: jason derulo & leigh-anne pinnock,Em D G Am Em D G Am C D,And nobody knows Im in love with someones baby (him) I dont wanna hide us away (her) Tell the world about the love we making (him) Im living for that day Someday (her)  ,pop
1783,Little Mix feat. Jason Derulo,SECRET LOVE SONG,chorus: jason derulo & leigh-anne pinnock,G Em C G D,Why cant I hold you in the street? Why cant I kiss you on the dance floor? I wish that we could be like that Why cant we be like that? Cause Im yours Im yours  ,pop
1784,Little Mix feat. Jason Derulo,SECRET LOVE SONG,chorus: jason derulo & jesy nelson,G Em C G D,Why cant I hold you in the street? Why cant I kiss you on the dance floor? I wish that we could be like that Why cant we be like that? Cause Im yours  ,pop
1785,Little Mix feat. Jason Derulo,SECRET LOVE SONG,chorus: perrie edwards & jason derulo,G Em C G D,Why cant I say that Im in love? I wanna shout it from the rooftops I wish that it could be like that Why cant we be like that? Cause Im yours  ,pop
1786,Little Mix feat. Jason Derulo,SECRET LOVE SONG,outro: jade thirlwall,G Gadd9,Why cant we be like that? Wish we could be like that,pop
1787,Christina Perri,HUMAN,intro,G C,(slowly strumming or finger picking)  Sounds better if you use Dsus Gsus4 etc.  ,pop
1788,Christina Perri,HUMAN,verse,G D C G D C G D C G D C G D C G D C G D C G D C C,I can hold my breath I can bite my tongue I can stay awake for days If thats what you want Be your number one  I can fake a smile I can force a laugh I can dance and play the part If thats what you ask Give you all I am  I can do it I can do it I can do it  ,pop
1789,Christina Perri,HUMAN,chorus,Em C G D Em C G D Em C G D Em C G D C,But Im only human And I bleed when I fall down Im only human And I crash and I break down Your words in my head knives in my heart You build me up and then I fall apart cause Im only human  ,pop
1790,Christina Perri,HUMAN,verse,G D C G D C G D C G D C C,I can turn it on Be a good machine I can hold the weight of worlds if thats what you need Be your everything  I can do it I can do it Ill get through it  ,pop
1791,Christina Perri,HUMAN,chorus,Em C G D Em C G D Em C G D Em C G D C C,But Im only human And I bleed when I fall down Im only human And I crash and I break down Your words in my head knives in my heart You build me up and then I fall apart cause Im only human  Im only human  Im only human  Just a little human  ,pop
1792,Christina Perri,HUMAN,verse,G D C G D C,I can take so much Till Ive had enough  ,pop
1793,Christina Perri,HUMAN,chorus,Em C G D Em C G D Em C G D Em C G D C,Cause Im only human And I bleed when I fall down Im only human And I crash and I break down Your words in my head knives in my heart You build me up and then I fall apart cause Im only human,pop
1794,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,intro,Cadd9 G D Em7,,pop
1795,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,verse,Cadd9 G D Em7 Cadd9 G D Em7 Cadd9 G D Em7 Cadd9 G D Em7, I remember when we broke up the first time saying this is it Ive had enough cause like we havent seen each other in a month when you said you needed space what?  Then you come around again and say baby I miss you and I swear Im gonna change Trust me remember how that lasted for a day I say I hate you we break up you call me I love you  ,pop
1796,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,pre-chorus,Cadd9 G D Em7 Cadd9 G D Em7, Ooh we called it off again last night but ooh this time Im telling you Im telling you  ,pop
1797,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,chorus,Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D D Cadd9 G D Em7, We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together like ever  ,pop
1798,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,verse,Cadd9 G D Em7 Cadd9 G D Em7, Im really gonna miss you picking fights and me falling for it screaming that Im right And you would hide away and find your peace of mind with some indie record thats much cooler than mine  ,pop
1799,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,pre-chorus,Cadd9 G D Em7 Cadd9 G D Em7, Ooh you called me up again tonight But ooh this time Im telling you Im telling you  ,pop
1800,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,chorus,Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D D, We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together  ,pop
1801,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,interlude,Cadd9 G D Em7 D Cadd9 G D Em7 D, Ooh ooh ooh oh  ,pop
1802,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,bridge,Cadd9 G D Em7 Cadd9 G D Em7 Cadd9 G D Em7 Cadd9 G D (strum once), (quietly but getting louder)  I used to think that we were forever ever and I used to say never say never Ugh so he calls me up and hes like I still love you and Im like Im just sick of it I  mean this is exhausting you know like we are never getting back together like ever  ,pop
1803,Taylor Swift,WE ARE NEVER EVER GETTING BACK TOGETHER,chorus,Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D Em7 D Cadd9 G D D, We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together  We (ooh ooh) getting back together We (ooh ooh) oh getting back together You go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together    ************************************   x Dead note  ************************************,pop
1804,Billie Eilish,XANNY,verse 1,A E Bm Dm A E Bm Dm,What is it about them? I must be missing something They just keep doing nothing Too intoxicated to be scared Better off without them Theyre nothing but unstable Bring ashtrays to the table And thats about the only thing they share  ,pop
1805,Billie Eilish,XANNY,chorus,F#m Faug A B7 Bm N.C. F#m Faug A B7 Bm N.C.,Im in their secondhand smoke Still just drinking canned Coke I dont need a Xanny to feel better On designated drives home Only one whos not stoned Dont give me a Xanny now or ever  ,pop
1806,Billie Eilish,XANNY,interlude,, Can you check your Uber rating? Oh my god  (And its like wait like when?)  ,pop
1807,Billie Eilish,XANNY,verse 2,A E Bm Dm A E Bm Dm,Wakin up at sundown (Ooh) Theyre late to every party (Ooh) Nobodys ever sorry (Ooh) Too inebriated now to dance Morning as they come down (Come down) Their pretty heads are hurting (Hurting) Theyre awfully bad at learning (Learning) Make the same mistakes blame circumstance  ,pop
1808,Billie Eilish,XANNY,chorus,F#m Faug A B7 Bm N.C. F#m Faug A B7 Bm N.C. E E7,Im in their secondhand smoke Still just drinking canned Coke I dont need a Xanny to feel better On designated drives home Only one whos not stoned Dont give me a Xanny now or ever  ,pop
1809,Billie Eilish,XANNY,bridge,Bm E E7 F#m Faug A D#m7b5 Bm E E7 F#m Faug A D#m7b5 Bm E,Please dont try to kiss me on the sidewalk On your cigarette break I cant afford to love someone Who isnt dying by mistake in Silver Lake  ,pop
1810,Billie Eilish,XANNY,outro,A E Bm N.C. A E F#m Faug Amaj7 D A A E7 D C#7,What is it about them? I must be missing something They just keep doin nothing Too intoxicated to be scared  Hmm hmm Hmm mmm mmm mmm mmm Come down Hurting Learning,pop
1811,Lana Del Rey,BORN TO DIE,verse 1,G D G D C Em D G D G D C Em D,Feet dont fail me now Take me to the finish line All my heart it breaks every step that I take But Im hoping that the gates  Theyll tell me that youre mine Walking through the city streets Is it by mistake or design I feel so alone on a Friday night Can you make it feel like home if I tell you youre mine  Its like I told you honey  ,pop
1812,Lana Del Rey,BORN TO DIE,chorus,C Em D Cmaj7 C Em D Cmaj7 C Em D Cmaj7 C Em D C,Dont make me sad dont make me cry Sometimes love is not enough when the road gets tough I dont know why Keep making me laugh Lets go get high Roads long we carry on Try to have fun in the meantime  Come and take a walk on the wild side Let me kiss you hard in the pouring rain You like your girls insane Choose your last words This is the last time Cause you and I we were born to die  ,pop
1813,Lana Del Rey,BORN TO DIE,verse 2,G D G D C Em D D,Lost but now I am found I can see but once I was blind I was so confused as a little child Tried to take what I could get Scared that I couldnt find  All the answers honey  ,pop
1814,Lana Del Rey,BORN TO DIE,chorus,C Em D Cmaj7 C Em D Cmaj7 C Em D Cmaj7 C Em D C,Dont make me sad dont make me cry Sometimes love is not enough when the road gets tough I dont know why Keep making me laugh Lets go get high Roads long we carry on Try to have fun in the meantime  Come and take a walk on the wild side Let me kiss you hard in the pouring rain You like your girls insane Choose your last words This is the last time Cause you and I we were born to die  ,pop
1815,Lana Del Rey,BORN TO DIE,bridge,C Em D Cmaj7 C Em D,We were born to die We were born to die ,pop
1816,Lana Del Rey,BORN TO DIE,chorus,C Em D Cmaj7 C Em D Cmaj7 C Em D Cmaj7 C Em D Cmaj7 C Em D C C Em G C,Come and take a walk on the wild side Let me kiss you hard in the pouring rain You like your girls insane  Dont make me sad dont make me cry Sometimes love is not enough when the road gets tough I dont know why Keep making me laugh Lets go get high Roads long we carry on Try to have fun in the meantime  Come and take a walk on the wild side Let me kiss you hard in the pouring rain You like your girls insane Choose your last words This is the last time Cause you and I we were born to die We were born to die We were born to die  ,pop
1817,Lana Del Rey,BORN TO DIE,outro,C Em G C C Em G C C Em D,,pop
1818,Justin Bieber,MISTLETOE,verse,G Dsus4 Em7 Cadd9 G G Dsus4 Em7 Cadd9 G, its the most beautiful time of the year Lights fill the streets spreading so much cheer I should be playing in the winter snow But Ima be under the mistletoe.  I dont wanna miss out on the holiday But I cant stop staring at your face I should be playing in the winter snow But Ima be under the mistletoe.  ,pop
1819,Justin Bieber,MISTLETOE,chorus,G Dsus4 Em7 Cadd9, With you shawty with you With you shawty with you With you under the mistletoe yeah.  ,pop
1820,Justin Bieber,MISTLETOE,verse,G Dsus4 Em7 Cadd9 G G Dsus4 Em7 Cadd9 G, Everyones gathering around the fire Chestnuts roasting like a hot July I should be chillin with my folks I know But Ima be under the mistletoe.  Word on the streets Santas coming tonight Reindeer flying thru the sky so high I should be making a list I know But Ima be under the mistletoe.  ,pop
1821,Justin Bieber,MISTLETOE,chorus,G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9, With you shawty with you With you shawty with you With you under the mistletoe With you shawty with you With you shawty with you With you under the mistletoe  ,pop
1822,Justin Bieber,MISTLETOE,bridge,G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9, Hey love the Wise Men followed a star The way I followed my heart And it led me to a miracle. Aye love dont you buy me nothing Cause I am feeling one thing Your lips on my lips Thats a Merry Merry Christmas.  ,pop
1823,Justin Bieber,MISTLETOE,verse,G Dsus4 Em7 Cadd9 G G Dsus4 Em7 Cadd9 G, its the most beautiful time of the year Lights fill the streets spreading so much cheer I should be playing in the winter snow But Ima be under the mistletoe.  I dont wanna miss out on the holiday But I cant stop staring at your face I should be playing in the winter snow But Ima be under the mistletoe.  ,pop
1824,Justin Bieber,MISTLETOE,chorus,G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9, With you shawty with you With you shawty with you With you under the mistletoe With you shawty with you With you shawty with you With you under the mistletoe  ,pop
1825,Justin Bieber,MISTLETOE,outro,G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9, Kiss me underneath the mistletoe Show me baby that you love me so Oh oh oh oh oh oh.  Kiss me underneath the mistletoe Show me baby that you love me so Oh oh oh oh oh oh.,pop
1826,AURORA,RUNAWAY,intro,Em D (4x),,pop
1827,AURORA,RUNAWAY,verse 1,Em D Em D C G D C Em D Em D C G D C, I was listening to the ocean I saw a face in the sand But when I picked it up Then it vanished away from my hands I had a dream I was seven Climbing my way in a tree I saw a piece of heaven Waiting impatient for me  ,pop
1828,AURORA,RUNAWAY,pre-chorus,Am C G D Am C, And I was running far away Would I run off the world someday? Nobody knows nobody knows And I was dancing in the rain I felt alive and I cant complain  ,pop
1829,AURORA,RUNAWAY,chorus,G D Cmaj7 Am, But now take me home Take me home where I belong I cant take it anymore  ,pop
1830,AURORA,RUNAWAY,verse 2,Em D Em D C G D C Em D Em D C G D C, I was painting a picture The picture was a painting of you and For a moment I thought you were here But then again it wasnt true And all this time I have been lying Oh lying in secret to myself Ive been putting sorrow on the farrest place On my shelf da di da  ,pop
1831,AURORA,RUNAWAY,pre-chorus,Am C G D Am C, And I was running far away Would I run off the world someday? Nobody knows nobody knows And I was dancing in the rain I felt alive and I cant complain  ,pop
1832,AURORA,RUNAWAY,chorus,G D Cmaj7 G D Cmaj7 G D Cmaj7 Am, But now take me home Take me home where I belong  I got no other place to go Now take me home Take me home where I belong  I got no other place to go Now take me home Take me home where I belong I cant take it anymore  ,pop
1833,AURORA,RUNAWAY,bridge,Am C G D Am C G D, But I kept running For a soft place to fall And I kept running For a soft place to fall And I kept running For a soft place to fall And I kept running For a soft place to fall  ,pop
1834,AURORA,RUNAWAY,pre-chorus,Am C, And I was running far away Would I run off the world someday?  ,pop
1835,AURORA,RUNAWAY,chorus,G D Cmaj7 G D Cmaj7, But now take me home Take me home where I belong  I got no other place to go Now take me home Take me home where I belong  I got no other place to go  ,pop
1836,AURORA,RUNAWAY,outro,G D Cmaj7 G D Cmaj7 G D Cmaj7 G D Cmaj7 Am, Now take me home Home where I belong oh no no Now take me home Home where I belong oh oh-oh oh-oh Now take me home Home where I belong oh no no Now take me home Home where I belong I cant take it anymore,pop
1837,Katy Perry,THE ONE THAT GOT AWAY,verse 1,E G#m C#m A E G#m C#m A, Summer after high school when we first met We make out in you mustang to Radiohead And on my 18th birthday we got matching tattoos Used to steal your parents liquor and climb to the roof Talk about our future like we had a clue Never planned that one day Id be losing you  ,pop
1838,Katy Perry,THE ONE THAT GOT AWAY,chorus,E G#m C#m A E G#m C#m A, In another life I would be your girl We keep all our promises be us against the world In another life I would make you stay So I dont have to say you were the one that got away The one that got away  ,pop
1839,Katy Perry,THE ONE THAT GOT AWAY,verse 2,E G#m C#m A E G#m C#m A, I was June you were my Johnny Cash Never one without the other we made a pact Sometimes when I miss you I put those records on woah Someone said you had your tattoo removed Saw you down town singin the blues Its time to face the music Im no longer your muse  ,pop
1840,Katy Perry,THE ONE THAT GOT AWAY,chorus,E G#m C#m A E G#m C#m A, In another life I would be your girl We keep all our promises be us against the world In another life I would make you stay So I dont have to say you were the one that got away The one that got away  ,pop
1841,Katy Perry,THE ONE THAT GOT AWAY,bridge,E G#m C#m A B C#m A B C#m A B C#m A B, The one the one the one the one that got away  All his money cant buy me a time machine no Cant replace you with a million rings no I shoulda told you what you meant to me woah Cause now I pay the price  ,pop
1842,Katy Perry,THE ONE THAT GOT AWAY,chorus,E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E ...., In another life I would be your girl We keep all our promises be us against the world In another life I would make you stay So I dont have to say you were the one that got away  The one that got away  The one the one the one  In another life I would make you stay So I dont have to say you were the one that got away The one that got away,pop
1843,Ariana Grande,DANGEROUS WOMAN,verse riff,,,pop
1844,Ariana Grande,DANGEROUS WOMAN,intro,Em G C,,pop
1845,Ariana Grande,DANGEROUS WOMAN,verse 1,Em G C Em G C, Dont need permission Made my decision to test my limits Cause its my business God as my witness  Start what I finished Dont need no hold up Taking control of this kind of moment Im locked and loaded  Completely focused my mind is open  ,pop
1846,Ariana Grande,DANGEROUS WOMAN,pre-chorus,Em G C, All that you got skin to skin oh my God Dont ya stop boy  ,pop
1847,Ariana Grande,DANGEROUS WOMAN,chorus,Em G C Em G C, Somethin bout you makes me feel like a dangerous woman Somethin bout somethin bout somethin bout you Makes me wanna do things that I shouldnt  Somethin bout somethin bout somethin bout  ,pop
1848,Ariana Grande,DANGEROUS WOMAN,verse 2,Em G C Em G C, Nothing to prove and Im bulletproof and Know what Im doing The way were movin like introducing us to a new thing I wanna savor save it for later The taste of flavor cause Im a taker Cause Im a giver its only nature  I live for danger  ,pop
1849,Ariana Grande,DANGEROUS WOMAN,pre-chorus,Em G C, All that you got skin to skin oh my God Dont ya stop boy  ,pop
1850,Ariana Grande,DANGEROUS WOMAN,chorus,Em G C Em G C, Somethin bout you makes me feel like a dangerous woman Somethin bout somethin bout somethin bout you Makes me wanna do things that I shouldnt  Somethin bout somethin bout somethin bout  ,pop
1851,Ariana Grande,DANGEROUS WOMAN,refrain,Em G C Em G C, You All girls wanna be like that Bad girls underneath like that You know how Im feeling inside  Somethin bout somethin bout All girls wanna be like that Bad girls underneath like that You know how Im feeling inside  Somethin bout somethin bout  ,pop
1852,Ariana Grande,DANGEROUS WOMAN,instrumental bridge,Em G C Em G C,,pop
1853,Ariana Grande,DANGEROUS WOMAN,chorus,Em G C Em G C,Somethin bout you makes me feel like a dangerous woman Somethin bout somethin bout somethin bout you Makes me wanna do things that I shouldnt  Somethin bout somethin bout somethin bout  ,pop
1854,Ariana Grande,DANGEROUS WOMAN,refrain,Em G C Em G C, You All girls wanna be like that Bad girls underneath like that You know how Im feeling inside  Somethin bout somethin bout All girls wanna be like that Bad girls underneath like that You know how Im feeling inside  Somethin bout somethin bout  ,pop
1855,Ariana Grande,DANGEROUS WOMAN,outro,Em G C Em G C, Yeah theres somethin bout you boy Yeah theres somethin bout you boy Yeah theres somethin bout you boy  Yeah theres somethin bout you boy (Somethin bout somethin bout somethin bout you)  Yeah theres somethin bout you boy Yeah theres somethin bout you boy Yeah theres somethin bout you boy  Yeah theres somethin bout you boy (Somethin bout somethin bout somethin bout you)    ************************************   / Slide up  h Hammer-on  ************************************,pop
1856,Justin Bieber,BABY,intro,C Am F G, Ohh wooaah Ohh wooaah Ohh wooaah Ohh wooaah  ,pop
1857,Justin Bieber,BABY,verse,C Am F G C Am F G,You know you love meI know you care You shout whenever And Ill be there You want my love You want my heart And we will never ever ever be apart  Are we an item? Girl quit playing Were just friends What are you saying? Said theres another Look right in my eyes My first love broke my heart for the first time  And I was like  ,pop
1858,Justin Bieber,BABY,chorus,C Am F G C Am F G,Baby baby baby nooo Im like baby baby baby noo Im like baby baby baby nooo I thought youd always be mine mine  Baby baby baby nooo Im like baby baby baby noo Im like baby baby baby nooo I thought youd always be mine oh oh  ,pop
1859,Justin Bieber,BABY,verse,C Am F G C Am F G,For you I would have done whatever And I just cant believe were here together And I gotta play it cool cause Im loosin you Ill buy you anything Ill buy you any ring Cause Im in pieces baby fix me And you shake me til you wake﻿ me from this bad dream Im going down down dooown And I just cant believe my first love wont be around  And Im like  ,pop
1860,Justin Bieber,BABY,chorus,C Am F G C Am F G,Baby baby baby nooo Im like baby baby baby noo Im like baby baby baby nooo I thought youd always be mine mine Baby baby baby nooo Im like baby baby baby noo Im like baby baby baby nooo I thought youd always be mine mine  ,pop
1861,Justin Bieber,BABY,verse,C Am F G C Am F G,You can give all of your love But sometimes it wont be enough Never told me this day would come Now Im all gone You can give all your love But sometimes it wont be enough Never told me this day would come  Cause I was like  ,pop
1862,Justin Bieber,BABY,chorus,C Am F G,Baby baby baby nooo Im like baby baby baby noo Im like baby baby baby nooo I thought youd always be mine mine  ,pop
1863,Justin Bieber,BABY,outro,C Am F G C,Yeah yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah yeah Yeah yeah yeah Now Im all gone gone gone gone Im goooooooone,pop
1864,Taylor Swift,DEAR JOHN,intro,D G D G D G D G A D A G D G D G A D A G A D A G,    Long were the nights when my days once revolved around you Counting my footsteps praying the floor wont fall through again And my mother accused me of losing my mind But I swore I was fine  You paint me a blue sky and go back and turn it to rain And I lived in your chess game But you changed the rules everyday Wondering which version of you I might get on the phone  Tonight Well I stopped picking up and this song is to let you know why  ,pop
1865,Taylor Swift,DEAR JOHN,chorus,D G Bm A G D G, Dear John I see it all now that youre gone Dont you think I was too young to be messed with The girl in the dress cried the whole way home I shouldve known  ,pop
1866,Taylor Swift,DEAR JOHN,verse,D G D G A D A G A D A G, Well maybe its me and my blind optimism to blame Or maybe its you and your sick need to give love then take it away And youll add my name to your long list of traitors who dont understand And Ill look back and regret how I ignored when they said Run as fast as you can  ,pop
1867,Taylor Swift,DEAR JOHN,chorus,D G Bm A G D G Bm A G D, Dear John I see it all now that youre gone Dont you think I was too young to be messed with The girl in the dress cried the whole way home Dear John I see it all now it was wrong Dont you think 19s too young to be played by Your dark twisted games when I loved you so I shouldve known  ,pop
1868,Taylor Swift,DEAR JOHN,instrumental,D G,,pop
1869,Taylor Swift,DEAR JOHN,bridge,Bm A G Bm A G A D A G A G D, You are an expert at sorry And keeping lines blurry Never impressed by me acing your tests All the girls that youve run dry Have tired lifeless eyes Cause you burned them out But I took your matches before fire could catch me So dont look now Im shining like fireworks Over your sad empty town  ,pop
1870,Taylor Swift,DEAR JOHN,instrumental,G Bm A G,,pop
1871,Taylor Swift,DEAR JOHN,chorus,D G Bm A G The girl in the dress cried the whole way home D G Bm A G D G D G D, Dear John I see it all now that youre gone Dont you think I was too young to be messed with I see it all now that youre gone Dont you think I was too young to be messed with The girl in the dress wrote you a song You shouldve known You shouldve known Dont you think I was too young You shouldve known,pop
1872,Taylor Swift,BACK TO DECEMBER,intro,Dsus4 D Bm G  (x2),,pop
1873,Taylor Swift,BACK TO DECEMBER,verse 1,D Bm G D A D Bm G D A,Im so glad you made the time to see me Hows life tell me hows your family I havent seen them in a while Youve been good busier than ever We small talk work and the weather Your guard is up and I know why ,pop
1874,Taylor Swift,BACK TO DECEMBER,pre-chorus,Bm A D G Bm A G,Because the last time you saw me Is still burned in the back of your mind You gave me roses and I left them there to die ,pop
1875,Taylor Swift,BACK TO DECEMBER,chorus,D F#m G D A D D F#m G,"So this is me swallowing my pride Standing in front of you saying ""Im sorry for that night"" and I go Back to December all the time It turns out freedom aint Nothing but missing you Wishing Id realized what I had When you were mine ",pop
1876,Taylor Swift,BACK TO DECEMBER,post-chorus,D A G Bm A,Id go back to December Turn around and make it all right I go back to December all the time ,pop
1877,Taylor Swift,BACK TO DECEMBER,instrumental,Dsus4 D Bm G  (x2),,pop
1878,Taylor Swift,BACK TO DECEMBER,verse 2,D Bm G D A D Bm G D A,These days I havent been sleeping Stayin up playing back myself leaving When your birthday passed and I didnt call Then I think about summer all the beautiful times I watch you laughing from the passenger side And realized I loved you in the fall ,pop
1879,Taylor Swift,BACK TO DECEMBER,pre-chorus,Bm A D G Bm A G,And then the cold came the dark days When fear crept into my mind You gave me all your love and All I gave you was goodbye ,pop
1880,Taylor Swift,BACK TO DECEMBER,chorus,D F#m G D A D D F#m G,"So this is me swallowing my pride Standing in front of you saying ""Im sorry for that night"" and I go Back to December all the time It turns out freedom aint Nothing but missing you Wishing Id realized what I had When you were mine ",pop
1881,Taylor Swift,BACK TO DECEMBER,post-chorus,D A G Bm A,Id go back to December Turn around and change my own mind I go back to December all the time ,pop
1882,Taylor Swift,BACK TO DECEMBER,solo,D Bm G  (x2),,pop
1883,Taylor Swift,BACK TO DECEMBER,bridge,Bm G D A Bm G D A Bm G D D A Bm A G Bm A G,I miss your tanned skin your sweet smile So good to me so right And how you held me in your arms That September night The first time you ever saw me cry Maybe this is wishful thinking Probably mindless dreaming If you loved again I swear Id love you right  Id go back in time and change it but I cant So if the chain is on your door I understand ,pop
1884,Taylor Swift,BACK TO DECEMBER,interlude,D F#m G D A,"But this is me swallowing my pride Standing in front of you saying ""Im sorry for that night"" and I go Back to December... ",pop
1885,Taylor Swift,BACK TO DECEMBER,chorus,D D F#m G D A G,It turns out freedom aint Nothing but missing you Wishing Id realized what I had When you were mine Id go back to December Turn around and make it all right ,pop
1886,Taylor Swift,BACK TO DECEMBER,post-chorus,Bm A G Bm A,Id go back to December Turn around and change my own mind I go back to December all the time ,pop
1887,Taylor Swift,BACK TO DECEMBER,outro,Dsus4 D Bm G Dsus4 D Bm G,All the time,pop
1888,Bruno Mars,WHEN I WAS YOUR MAN,intro,Dm - F - C - Dm - F - C - C,,pop
1889,Bruno Mars,WHEN I WAS YOUR MAN,verse,Am C Dm G Dm C C Am C Dm G C, Same bed but it feels just a litle bit bigger now Our song on the radio but it dont sound the same When our friends talk about you all it does is just tear me down Cause my heart breaks a little when I hear your name  ,pop
